8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,22,14,25,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,14,22,25,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,19,15,4,10,25,14,22,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,19,15,0,10,25,22,14,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,0,4,19,10,25,14,22,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,19,0,4,10,14,25,22,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,15,4,0,10,25,14,22,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,4,0,10,25,22,14,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,4,0,10,14,22,25,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,25,14,22,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,0,4,15,10,14,22,25,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,19,4,0,10,25,14,22,17,23,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,19,0,10,22,14,25,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,19,4,0,10,14,22,25,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,0,19,10,22,25,14,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,0,15,19,10,25,14,22,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,0,19,10,22,14,25,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,4,15,19,10,22,14,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,4,0,19,10,14,25,22,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,15,4,0,10,25,22,14,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,4,15,19,10,25,22,14,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,4,19,0,10,22,14,25,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,20,5,9,11,21,15,4,19,0,10,22,25,14,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,15,19,0,10,25,22,14,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,4,15,0,10,22,14,25,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,15,21,4,0,19,10,22,14,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,0,19,15,10,25,14,22,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,19,0,10,22,14,25,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,4,15,0,10,25,14,22,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,4,19,10,14,22,25,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,0,15,4,10,22,25,14,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,0,15,19,10,14,22,25,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,4,0,10,25,14,22,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,15,19,0,10,14,22,25,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,4,19,0,10,25,22,14,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,0,15,4,10,14,22,25,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,19,15,4,10,22,14,25,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,0,4,10,25,22,14,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,4,15,0,10,22,14,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,25,22,14,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,15,19,0,10,22,25,14,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,19,4,15,10,14,22,25,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,4,15,0,10,14,25,22,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,0,19,10,22,14,25,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,15,4,0,10,22,14,25,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,15,19,0,10,22,14,25,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,0,15,19,10,22,14,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,19,4,15,10,22,14,25,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,15,19,4,10,14,25,22,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,15,0,19,10,22,25,14,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,4,20,9,11,21,5,15,19,0,10,14,22,25,1,23,17,3,
8,6,12,2,14,18,26,7,13,16,5,20,9,11,21,0,19,15,4,10,24,25,22,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,15,19,0,10,25,14,22,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,15,4,0,10,22,25,14,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,22,14,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,4,15,0,10,22,14,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,4,19,10,14,25,22,17,23,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,19,4,15,10,25,14,22,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,0,4,15,10,14,25,22,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,19,0,15,10,14,25,22,17,23,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,15,0,4,10,14,25,22,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,4,19,10,25,22,14,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,0,19,10,14,22,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,0,15,4,10,22,25,14,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,4,15,19,10,22,25,14,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,19,15,0,10,14,25,22,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,19,15,4,10,22,25,14,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,4,15,0,10,25,22,14,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,15,19,4,10,14,25,22,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,15,4,19,10,14,22,25,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,0,19,10,22,25,14,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,0,15,4,10,14,25,22,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,0,4,10,14,25,22,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,4,19,15,10,25,14,22,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,22,25,14,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,15,19,0,10,22,25,14,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,4,19,10,25,14,22,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,19,0,15,10,25,14,22,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,19,0,10,14,22,25,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,4,0,10,14,22,25,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,0,4,19,10,22,14,25,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,4,15,0,10,25,22,14,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,25,14,22,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,4,15,0,10,22,25,14,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,15,19,0,10,14,25,22,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,0,19,4,10,25,14,22,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,25,14,22,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,0,19,15,10,25,22,14,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,0,19,10,25,22,14,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,19,0,10,25,22,14,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,15,19,0,10,22,14,25,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,4,0,10,22,25,14,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,15,19,0,10,14,25,22,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,0,19,15,10,14,22,25,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,19,15,0,10,14,22,25,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,19,4,15,10,25,22,14,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,4,0,15,10,14,22,25,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,4,15,19,10,14,25,22,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,15,19,0,10,25,14,22,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,0,4,15,10,14,25,22,17,23,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,19,15,0,10,14,22,25,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,15,4,0,10,22,14,25,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,15,4,19,10,25,22,14,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,4,19,15,10,22,14,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,0,19,15,10,25,22,14,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,0,4,15,10,22,14,25,17,23,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,15,0,19,10,25,14,22,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,0,4,10,22,25,14,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,0,15,4,10,14,22,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,15,19,4,10,22,14,25,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,0,19,15,10,25,14,22,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,15,19,0,10,25,14,22,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,4,0,19,10,25,22,14,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,15,19,0,10,22,25,14,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,19,0,4,10,22,14,25,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,4,19,0,10,22,14,25,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,4,0,19,10,25,22,14,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,0,19,15,10,14,25,22,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,0,4,15,10,22,25,14,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,15,19,4,10,14,22,25,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,0,19,15,10,22,25,14,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,15,19,0,10,22,25,14,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,0,4,10,14,22,25,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,0,15,4,10,25,14,22,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,19,4,0,10,22,14,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,15,21,0,4,19,10,14,22,25,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,19,0,10,25,22,14,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,4,19,0,10,25,14,22,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,19,4,14,25,10,22,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,19,0,4,10,22,25,14,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,19,0,4,10,25,22,14,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,19,0,10,22,14,25,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,4,15,0,10,25,14,22,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,19,4,15,10,22,14,25,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,0,4,19,10,14,22,25,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,11,9,21,15,0,4,19,10,14,22,25,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,15,0,4,10,25,14,22,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,15,4,19,10,22,14,25,17,23,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,0,19,15,10,14,22,25,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,15,4,19,10,22,25,14,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,4,15,0,10,25,22,14,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,0,4,10,14,22,25,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,9,20,11,21,15,19,0,4,10,14,25,22,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,4,19,0,10,25,14,22,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,15,4,0,10,14,25,22,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,15,4,19,10,22,14,25,17,23,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,19,0,10,22,14,25,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,15,19,0,10,22,14,25,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,4,15,19,10,14,22,25,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,19,4,0,10,14,22,25,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,0,15,4,10,25,14,22,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,0,4,15,10,22,25,14,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,15,19,4,10,25,14,22,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,15,0,19,10,22,14,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,19,15,0,10,14,22,25,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,4,0,10,25,22,14,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,4,0,15,10,25,14,22,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,11,9,21,4,19,0,15,10,25,22,14,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,22,25,14,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,15,21,0,19,4,10,25,14,22,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,0,4,19,10,22,25,14,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,22,14,25,17,23,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,0,19,10,22,14,25,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,15,4,19,10,25,14,22,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,19,4,10,22,14,25,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,19,4,10,22,14,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,4,0,10,14,22,25,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,0,19,4,10,22,25,14,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,0,4,15,10,14,22,25,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,0,4,10,14,22,25,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,4,15,0,10,14,25,22,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,19,0,4,10,14,22,25,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,15,4,19,10,22,14,25,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,0,4,10,25,14,22,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,0,15,4,10,14,22,25,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,15,4,19,10,14,25,22,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,0,15,4,10,14,25,22,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,0,4,10,14,22,25,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,0,15,19,10,22,25,14,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,0,15,4,10,25,22,14,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,15,19,0,10,14,25,22,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,0,19,15,10,14,25,22,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,4,19,10,25,14,22,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,19,0,10,25,14,22,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,19,0,4,10,14,25,22,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,4,15,0,10,25,22,14,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,15,0,4,10,25,14,22,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,11,9,21,4,19,15,0,10,14,22,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,4,19,0,10,14,22,25,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,19,4,15,10,14,22,25,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,4,0,10,25,22,14,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,15,4,19,10,22,25,14,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,4,19,10,22,25,14,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,19,0,10,14,22,25,17,23,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,19,15,0,10,25,22,14,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,15,0,4,10,22,25,14,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,15,0,4,10,14,22,25,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,0,4,19,10,22,25,14,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,15,19,0,10,25,14,22,17,23,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,4,0,15,10,14,22,25,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,0,4,10,25,14,22,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,4,0,15,10,25,22,14,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,19,4,15,10,14,22,25,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,0,19,4,10,14,25,22,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,4,15,0,10,14,22,25,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,22,25,14,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,4,0,15,10,14,22,25,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,15,4,19,10,22,14,25,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,22,25,14,17,23,1,3,
8,6,12,2,18,24,26,7,13,16,5,20,9,11,21,19,4,15,0,10,25,14,22,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,0,15,4,10,22,25,14,17,23,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,11,9,21,19,15,4,0,10,25,14,22,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,0,4,19,10,14,25,22,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,19,15,0,10,22,25,14,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,4,19,10,22,14,25,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,0,19,10,25,22,14,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,0,19,15,10,14,25,22,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,15,0,4,10,14,22,25,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,0,4,15,10,14,22,25,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,4,0,10,14,22,25,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,4,0,15,10,14,22,25,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,0,4,10,22,25,14,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,19,4,10,14,25,22,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,19,0,4,10,25,14,22,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,4,15,19,10,25,22,14,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,19,4,0,10,22,25,14,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,14,25,22,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,0,4,10,25,22,14,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,0,19,10,14,22,25,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,4,0,19,10,14,25,22,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,4,19,0,10,14,22,25,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,19,4,10,14,22,25,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,4,19,15,10,14,25,22,23,1,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,15,0,19,10,25,22,14,23,17,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,0,4,10,14,22,25,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,4,0,10,25,14,22,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,19,4,10,14,22,25,17,1,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,15,0,19,10,25,22,14,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,0,19,4,10,22,25,14,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,9,20,11,21,0,15,4,19,10,22,25,14,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,15,4,19,10,14,25,22,23,17,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,0,19,15,10,25,14,22,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,19,15,4,10,22,14,25,1,17,23,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,0,15,4,10,14,22,25,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,15,19,4,0,10,14,25,22,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,15,0,19,10,25,14,22,1,17,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,0,15,19,10,22,14,25,1,23,17,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,4,15,0,19,10,22,14,25,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,15,0,19,4,10,14,22,25,17,23,1,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,0,15,4,19,10,22,14,25,23,1,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,0,19,15,4,10,22,14,25,1,23,17,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,4,0,15,19,10,22,25,14,17,1,23,3,
8,6,12,2,24,18,26,13,7,16,5,20,9,11,21,19,15,0,4,10,25,22,14,17,23,1,3,
8,6,12,2,24,18,26,7,13,16,5,20,9,11,21,19,15,0,4,10,25,14,22,17,23,1,3,
